partner_name,advertiser_id,status,category,commission_min,commission_max,lead_min,lead_max,epc,conversion_rate,approval_rate,payment_status,average_payment_time,fit_score,risk_level,priority,recommended_tarvyo24_page,recommendation,reason
mSpy (US),17559,amber,Software Downloads,15,40,0,0,0.90,3.26196,100.00,amber,76,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.9; Bestätigung 100%; Provision bis 40%; Region US
KptnCook DE,116761,amber,Lead Gen,0,0,0,0,0.30,12.5776,91.30,amber,93,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.3; Bestätigung 91.3%
ECTIVE DE,27704,green,Electronic Superstore,0,0,0,0,0.44,1.48369,100.00,green,76,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.44; Bestätigung 100%
ELV DE,11447,amber,Electronic Superstore,3,5,0,0,0.15,2.07003,98.73,amber,47,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.15; Bestätigung 98.73%; Provision bis 5%
sim.de,14465,green,Mobile Contract,0,0,0,20,0.12,0.693178,67.72,green,70,1.0,gering,B,kategorien/handyvertrag,"bewerben, wenn thematisch passend",Thema mobilfunk; EPC 0.12; Bestätigung 67.72%; Lead bis 20€
bestware DE,16273,green,Computers,2.5,2.5,0,0,0.48,1.17314,72.19,green,43,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.48; Bestätigung 72.19%; Provision bis 2.5%
servdiscount DE,16578,green,Web Hosting,50,50,0,0,0.07,0.205339,57.14,green,54,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.07; Bestätigung 57.14%; Provision bis 50%
winSIM DE,15070,green,Mobile Contract,0,0,0,30,0.29,1.4817,52.53,green,44,0.85,gering,B,kategorien/handyvertrag,"bewerben, wenn thematisch passend",Thema mobilfunk; EPC 0.29; Bestätigung 52.53%; Lead bis 30€
Solarplexius DE,114824,amber,Automotive,0,0,0,0,0.15,3.75684,100.00,amber,66,0.8,gering,B,neue Zielseite nötig (Solar/PV/Wallbox),"bewerben, wenn thematisch passend",Thema solar; EPC 0.15; Bestätigung 100%
Tibber DE,57405,green,Utilities,0,0,0,0,0.41,1.36635,86.14,green,56,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.41; Bestätigung 86.14%
Password Depot,32929,green,Software Downloads,0,0,0,0,0.53,3.81816,100.00,green,66,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.53; Bestätigung 100%
ProlineOffice.de,119525,amber,Office Supplies,0,0,0,0,0.43,5.62829,100.00,amber,115,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.43; Bestätigung 100%
Starmobile DE,56449,green,Mobile Broadband,0,0,0,0,0.21,1.67313,89.63,green,58,0.85,gering,B,kategorien/internet-dsl,"bewerben, wenn thematisch passend",Thema internet; EPC 0.21; Bestätigung 89.63%
Samsung Shop DE,14815,green,Electronic Superstore,4,4,0,0,0.76,0.509013,84.56,green,88,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.76; Bestätigung 84.56%; Provision bis 4%
Rabot Energy DE,70752,amber,Utilities,0,0,0,0,0.73,2.6813,54.05,amber,66,1.0,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.73; Bestätigung 54.05%
EcoFlow DE,51793,amber,Electronic Accessories,0,0,0,0,0.50,1.75681,95.57,amber,64,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.5; Bestätigung 95.57%
genialokal.de,17358,amber,Books & Subscriptions,7.5,7.5,0,0,0.03,1.09613,100.00,amber,92,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.03; Bestätigung 100%; Provision bis 7.5%
PrintAbout DE,112494,amber,Photos & Print Services,0,0,0,0,0.25,4.88966,93.49,amber,77,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.25; Bestätigung 93.49%
Druckerzubehoer.de DE,21385,amber,Office Supplies,0,0,0,0,0.32,4.73067,82.69,amber,163,0.9,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.32; Bestätigung 82.69%
TNG Stadtnetz Glasfaser DE,77760,amber,Network Operators,0,0,0,0,0.37,0.422843,95.71,amber,55,1.0,gering,B,kategorien/internet-dsl,"bewerben, wenn thematisch passend",Thema internet; EPC 0.37; Bestätigung 95.71%
Assmann Büromöbel DE,123506,amber,Furniture & Soft Furnishings,0,0,0,0,1.08,2.89532,48.00,amber,69,0.9,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 1.08; Bestätigung 48%
JACOB Elektronik DE,13901,amber,Computers,2.5,2.5,0,0,0.19,2.02238,83.77,amber,82,0.9,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.19; Bestätigung 83.77%; Provision bis 2.5%
Acer DE,12591,amber,Computers,5,5,0,0,0.04,1.27565,92.18,amber,67,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.04; Bestätigung 92.18%; Provision bis 5%
Calumet Photo Video GmbH,8618,green,Photography,3,3,0,0,0.13,0.624981,88.70,green,61,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.13; Bestätigung 88.7%; Provision bis 3%
Speediance DE,76834,amber,Sports Equipment,0,0,0,0,0.84,4.79581,61.90,amber,90,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.84; Bestätigung 61.9%
Heizungsdiscount24 DE,120593,amber,Home & Garden,0,0,0,0,0.60,3.3572,92.44,amber,71,0.68,gering,B,neue Zielseite nötig (Solar/PV/Wallbox),"bewerben, wenn thematisch passend",Thema solar; EPC 0.6; Bestätigung 92.44%
EWE DE,11794,amber,Internet Service Provider,0,0,10,75,0.24,0.473368,74.52,amber,385,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.24; Bestätigung 74.52%; Lead bis 75€
Lizenzhub DE,120037,amber,Computers,0,0,0,0,0.18,5.91597,97.92,amber,74,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.18; Bestätigung 97.92%
Blitzhandel DE,19537,green,Software Downloads,5,12,0,0,0.06,1.88477,66.47,green,61,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.06; Bestätigung 66.47%; Provision bis 12%
G DATA DE,14693,amber,Software Downloads,20,20,0,0,0.05,0.944378,61.22,amber,101,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.05; Bestätigung 61.22%; Provision bis 20%
Elli DE Wallbox,31962,amber,Home & Garden,0,0,0,0,1.09,2.52506,84.91,amber,127,0.8,gering,B,neue Zielseite nötig (Solar/PV/Wallbox),"bewerben, wenn thematisch passend",Thema solar; EPC 1.09; Bestätigung 84.91%
Papierkram DE,25390,amber,Business Services (B2B),0,0,0,0,0.25,2.0757,100.00,amber,92,0.85,gering,B,kategorien/buchhaltungssoftware,"bewerben, wenn thematisch passend",Thema buchhaltung; EPC 0.25; Bestätigung 100%
Jackery DE,30415,amber,Electronic Accessories,0,0,0,0,1.43,2.90564,59.22,amber,122,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 1.43; Bestätigung 59.22%
ALLPOWERS DE,67914,amber,Home & Garden,0,0,0,0,0.81,1.84636,92.50,amber,73,0.68,gering,B,neue Zielseite nötig (Solar/PV/Wallbox),"bewerben, wenn thematisch passend",Thema solar; EPC 0.81; Bestätigung 92.5%
Blitec DE,15079,green,Office Supplies,7,7,0,0,0.03,1.84652,39.65,green,61,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.03; Bestätigung 39.65%; Provision bis 7%
mysoftware DE,14322,green,Software Downloads,5,5,0,0,0.08,3.83516,65.57,green,81,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.08; Bestätigung 65.57%; Provision bis 5%
Energielösung DE,52867,amber,Automotive,0,0,0,0,0.05,1.00484,93.48,amber,87,1.0,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.05; Bestätigung 93.48%
EMB DE,19086,amber,Utilities,0,0,30,30,0.08,0.373185,56.52,amber,62,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.08; Bestätigung 56.52%; Lead bis 30€
Interstuhl DE,72397,green,Furniture & Soft Furnishings,0,0,0,0,0.16,1.80727,76.19,green,51,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.16; Bestätigung 76.19%
Sparhandy DE,14473,amber,Mobile Contract,0,0,1,20,0.22,1.85456,59.92,amber,63,0.85,gering,B,kategorien/handyvertrag,"bewerben, wenn thematisch passend",Thema mobilfunk; EPC 0.22; Bestätigung 59.92%; Lead bis 20€
GASAG DE,11612,green,Utilities,0,0,30,30,0.31,1.02018,32.61,green,null,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.31; Bestätigung 32.61%; Lead bis 30€
Softwarehunter DE,20681,green,Software Downloads,0,0,0,0,0.08,2.55385,79.72,green,61,0.7,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.08; Bestätigung 79.72%
Primavolt DE,124474,green,Utilities,0,0,0,0,0.80,1.77951,29.63,green,40,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.8; Bestätigung 29.63%
Grandado DE,20571,green,Electronic Superstore,0,0,0,0,0.04,0.581564,86.60,green,25,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.04; Bestätigung 86.6%
Vinnic Power DE,115487,amber,Electronic Accessories,0,0,0,0,0.61,3.58095,100.00,amber,154,0.68,gering,B,neue Zielseite nötig (Solar/PV/Wallbox),"bewerben, wenn thematisch passend",Thema solar; EPC 0.61; Bestätigung 100%
notebooksbilliger DE/AT,11348,green,Computers,1,1.5,0,6,0.00,0.420754,78.13,green,96,0.9,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; Bestätigung 78.13%; Provision bis 1.5%; Lead bis 6€
OBSBOT DE,79596,amber,Gadgets,0,0,0,0,0.34,1.66258,87.80,amber,64,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.34; Bestätigung 87.8%
MVV Energie DE,77970,amber,Utilities,0,0,0,0,0.03,0.0841216,100.00,amber,null,1.0,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.03; Bestätigung 100%
Duschbrocken DE,102983,green,Software Downloads,0,0,0,0,0.08,4.89828,60.08,green,38,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.08; Bestätigung 60.08%
Aras Energy DE,112986,amber,Utilities,0,0,0,0,0.03,0.112165,100.00,amber,86,1.0,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.03; Bestätigung 100%
webgo DE,11854,green,Web Hosting,0,0,5,30,0.15,1.3653,76.67,green,56,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.15; Bestätigung 76.67%; Lead bis 30€
Juicy Monk,121284,amber,Health & Beauty,0,0,0,0,0.13,1.15398,100.00,amber,102,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.13; Bestätigung 100%
Geek Crate,44871,amber,Toys & Games,0,0,0,0,0.39,7.72754,100.00,amber,44,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.39; Bestätigung 100%; Region GB
1blu DE,14380,green,Web Hosting,0,0,2.5,90,0.08,1.13647,42.11,green,68,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.08; Bestätigung 42.11%; Lead bis 90€
air-Q DE,65454,amber,Electronic Superstore,0,0,0,0,0.35,1.33171,72.97,amber,37,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.35; Bestätigung 72.97%
MemoryPC DE,16162,amber,Computers,3,3,0,0,0.23,0.719823,90.23,amber,88,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.23; Bestätigung 90.23%; Provision bis 3%
Oehlbach DE,121396,amber,Electronic Accessories,0,0,0,0,0.16,16.6667,25.00,amber,null,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.16; Bestätigung 25%
Odiporo DE,32931,amber,Electronic Superstore,0,0,0,0,0.12,1.10598,98.25,amber,65,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.12; Bestätigung 98.25%
Xiaomi DE,23675,amber,Electronic Superstore,0,0,0,0,0.88,1.02061,94.81,amber,198,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.88; Bestätigung 94.81%
Marktkauf DE,35595,amber,FMCG,0,0,0,0,0.17,3.00086,95.46,amber,119,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.17; Bestätigung 95.46%
Heima24 DE,75212,green,Home & Garden,0,0,0,0,0.14,1.20591,97.88,green,102,0.68,gering,B,neue Zielseite nötig (Solar/PV/Wallbox),"bewerben, wenn thematisch passend",Thema solar; EPC 0.14; Bestätigung 97.88%
AKKUman DE,118209,amber,Home & Garden,0,0,0,0,0.23,1.21679,100.00,amber,80,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.23; Bestätigung 100%
inateck.de,121632,amber,Electronic Accessories,0,0,0,0,0.10,4.724,58.68,amber,107,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.1; Bestätigung 58.68%
goneo DE,11457,green,Web Hosting,0,0,0,0.01,0.29,3.96353,58.97,green,58,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.29; Bestätigung 58.97%; Lead bis 0.01€
"Earfun, Inc",61233,green,Gadgets,0,0,0,0,0.27,4.91544,100.00,green,35,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.27; Bestätigung 100%; Region US
eSIM FOX DE,66920,amber,Internet Service Provider,0,0,0,0,0.06,5.30489,98.15,amber,78,0.55,gering,B,kategorien/handyvertrag,"bewerben, wenn thematisch passend",Thema mobilfunk; EPC 0.06; Bestätigung 98.15%
Mein Turnierplan DE,123992,green,Gambling & Competitions,0,0,0,0,0.01,0.701372,100.00,green,24,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.01; Bestätigung 100%
Eins DE,23289,green,Utilities,0,0,0,0,0.25,1.03901,56.36,green,82,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.25; Bestätigung 56.36%
EDEKA smart DE,18010,amber,Mobile Pay As You Go,0,0,10,10,0.06,0.505005,90.48,amber,115,0.85,gering,B,kategorien/handyvertrag,"bewerben, wenn thematisch passend",Thema mobilfunk; EPC 0.06; Bestätigung 90.48%; Lead bis 10€
Anker Solix DE,32623,amber,Electronic Accessories,0,0,0,0,0.49,0.701782,69.98,amber,95,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.49; Bestätigung 69.98%
Betriebseinrichtung DE,115150,amber,Furniture & Soft Furnishings,0,0,0,0,0.17,0.693959,84.62,amber,53,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.17; Bestätigung 84.62%
DxO DE,18165,amber,Software Downloads,0,0,0.23,0.23,0.22,2.92926,100.00,amber,88,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.22; Bestätigung 100%; Lead bis 0.23€
Quelle DE,14835,amber,Department Stores,4,4,0,0,0.09,1.82048,68.33,amber,144,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.09; Bestätigung 68.33%; Provision bis 4%
Surfshark DE / AT,21749,amber,Software Downloads,0,0,0,0,0.52,2.33674,90.28,amber,88,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.52; Bestätigung 90.28%
maXXim DE,14068,green,Mobile Contract,0,0,0,30,0.01,1.15642,32.14,green,90,0.85,gering,B,kategorien/handyvertrag,"bewerben, wenn thematisch passend",Thema mobilfunk; EPC 0.01; Bestätigung 32.14%; Lead bis 30€
3D Jake DE,21761,amber,Computers,0,0,0,0,0.03,0.889668,94.97,amber,96,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.03; Bestätigung 94.97%
Joybuy DE,123926,amber,Electronic Superstore,0,0,0,0,0.15,0.0307314,99.99,amber,null,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.15; Bestätigung 99.99%
my-schoko-world DE,16944,green,FMCG,12,12,0,0,0.02,0.771208,17.39,green,43,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.02; Bestätigung 17.39%; Provision bis 12%
Klyqa DE,45329,amber,Electronic Superstore,0,0,0,0,0.05,1.98113,100.00,amber,68,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.05; Bestätigung 100%
2GO Software DE,120778,amber,Software Downloads,0,0,0,0,0.06,1.50629,95.38,amber,82,0.7,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.06; Bestätigung 95.38%
Kaspersky DE,14098,amber,Software Downloads,15,15,0,0,0.11,0.918675,26.25,amber,59,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.11; Bestätigung 26.25%; Provision bis 15%
Vatrer,119703,amber,Electronic Accessories,0,0,0,0,1.13,3.16562,93.67,amber,87,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 1.13; Bestätigung 93.67%; Region US
ARLT DE,16593,green,Electronic Accessories,0.5,1.5,3,3,0.00,0.109051,57.14,green,61,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; Bestätigung 57.14%; Provision bis 1.5%; Lead bis 3€
MOYU DACH,107896,amber,Office Supplies,0,0,0,0,0.01,0.0612576,100.00,amber,86,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.01; Bestätigung 100%
comspot DE,16001,amber,Computers,1,5,0,0,0.01,0.923679,78.20,amber,60,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.01; Bestätigung 78.2%; Provision bis 5%
WIRmachenDRUCK DE,120507,amber,Photos & Print Services,0,0,0,0,0.08,2.09414,74.61,amber,128,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.08; Bestätigung 74.61%
Mr Key Shop DE,87187,amber,Software Downloads,0,0,0,0,0.13,1.72892,83.72,amber,60,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.13; Bestätigung 83.72%
Kippy srl IT,29093,amber,Pets & Pet Care,0,0,0,0,0.20,4.43891,97.99,amber,37,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.2; Bestätigung 97.99%; Region IT
Sony DE,34015,amber,Electronic Superstore,0,0,0,0,0.26,1.40385,75.25,amber,133,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.26; Bestätigung 75.25%
Netzwerkartikel.de,102989,amber,Electronic Accessories,0,0,0,0,0.06,0.845569,65.71,amber,69,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.06; Bestätigung 65.71%
One DE,117435,amber,Computers,0,0,0,0,0.28,0.473356,73.13,amber,93,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.28; Bestätigung 73.13%
XMX DE,117437,amber,Computers,0,0,0,0,0.00,0.460829,100.00,amber,115,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; Bestätigung 100%
Sunshare DE,117777,amber,Home & Garden,0,0,0,0,0.41,2.12802,30.84,amber,83,0.85,gering,B,kategorien/strom-gas,"bewerben, wenn thematisch passend",Thema energie; EPC 0.41; Bestätigung 30.84%
FairToner DE,23503,green,Computers,0,0,0,0,0.00,0.0301659,80.07,green,111,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; Bestätigung 80.07%
Espace Golf - DE,103053,amber,Sports Equipment,0,0,0,0,0.02,1.24508,61.11,amber,103,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.02; Bestätigung 61.11%
Piktochart,36542,green,Computers,0,0,0,0,0.56,3.13265,99.08,green,42,0.59,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema software; EPC 0.56; Bestätigung 99.08%; Region US
Back Market DE,25209,amber,White Goods,0,0,0,0,0.06,0.314965,85.44,amber,117,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.06; Bestätigung 85.44%
Greenpanda DE,14573,green,Computers,2.5,2.5,0.8,0.8,0.03,5.50595,3.51,green,114,0.77,gering,B,kategorien/gewerbe-tools,"bewerben, wenn thematisch passend",Thema it_buero; EPC 0.03; Bestätigung 3.51%; Provision bis 2.5%; Lead bis 0.8€
